"HPTC__ID","HPTC__ParentID","HPTC__ShortName","HPTC__Taxonomy","HPTC__Status","HPTC__Level","HPTC__FullName","HPTC__Description","HPTC__Grouping","HPTC__Classification","HPTC__AdditionalInformation","HPTC__MedicareCode1"
"36","31","Hospice and Palliative Medicine","207QH0002X","Active","Level III Area of Specialization","Hospice and Palliative Medicine","A family medicine physician with special knowledge and skills to prevent and relieve the suffering experienced by patients with life-limiting illnesses. This specialist works with an interdisciplinary hospice or palliative care team to maximize quality of life while addressing physical, psychological, social and spiritual needs of both patient and family throughout the course of the disease, through the dying process, and beyond for the family.  This specialist has expertise in the assessment of patients with advanced disease; the relief of distressing symptoms; the coordination of interdisciplinary patient and family-centered care in diverse venues; the use of specialized care systems including hospice; the management of the imminently dying patient; and legal and ethical decision making in end-of-life care.","Allopathic & Osteopathic Physicians","Family Medicine","Source: American Academy of Hospice and Palliative Medicine, www.aahpm.org [1/1/2007: new]",""
"12","9","Hospice and Palliative Medicine","207LH0002X","Active","Level III Area of Specialization","Hospice and Palliative Medicine","An anesthesiologist with special knowledge and skills to prevent and relieve the suffering experienced by patients with life-limiting illnesses. This specialist works with an interdisciplinary hospice or palliative care team to maximize quality of life while addressing physical, psychological, social and spiritual needs of both patient and family throughout the course of the disease, through the dying process, and beyond for the family.  This specialist has expertise in the assessment of patients with advanced disease; the relief of distressing symptoms; the coordination of interdisciplinary patient and family-centered care in diverse venues; the use of specialized care systems including hospice; the management of the imminently dying patient; and legal and ethical decision making in end-of-life care.","Allopathic & Osteopathic Physicians","Anesthesiology","Source: American Academy of Hospice and Palliative Medicine, www.aahpm.org [1/1/2007: new]",""
"59","43","Hospice and Palliative Medicine","207RH0002X","Active","Level III Area of Specialization","Hospice and Palliative Medicine","An internal medicine physician with special knowledge and skills to prevent and relieve the suffering experienced by patients with life-limiting illnesses. This specialist works with an interdisciplinary hospice or palliative care team to maximize quality of life while addressing physical, psychological, social and spiritual needs of both patient and family throughout the course of the disease, through the dying process, and beyond for the family.  This specialist has expertise in the assessment of patients with advanced disease; the relief of distressing symptoms; the coordination of interdisciplinary patient and family-centered care in diverse venues; the use of specialized care systems including hospice; the management of the imminently dying patient; and legal and ethical decision making in end-of-life care.","Allopathic & Osteopathic Physicians","Internal Medicine","Source: American Academy of Hospice and Palliative Medicine, www.aahpm.org [1/1/2007: new]",""
"92","87","Hospice and Palliative Medicine","207VH0002X","Active","Level III Area of Specialization","Hospice and Palliative Medicine","An obstetrician/gynecologist with special knowledge and skills to prevent and relieve the suffering experienced by patients with life-limiting illnesses. This specialist works with an interdisciplinary hospice or palliative care team to maximize quality of life while addressing physical, psychological, social and spiritual needs of both patient and family throughout the course of the disease, through the dying process, and beyond for the family.  This specialist has expertise in the assessment of patients with advanced disease; the relief of distressing symptoms; the coordination of interdisciplinary patient and family-centered care in diverse venues; the use of specialized care systems including hospice; the management of the imminently dying patient; and legal and ethical decision making in end-of-life care.","Allopathic & Osteopathic Physicians","Obstetrics & Gynecology","Source: American Academy of Hospice and Palliative Medicine, www.aahpm.org [1/1/2007: new]",""
"199","189","Hospice and Palliative Medicine","2084H0002X","Active","Level III Area of Specialization","Hospice and Palliative Medicine","A psychiatrist or neurologist with special knowledge and skills to prevent and relieve the suffering experienced by patients with life-limiting illnesses. This specialist works with an interdisciplinary hospice or palliative care team to maximize quality of life while addressing physical, psychological, social and spiritual needs of both patient and family throughout the course of the disease, through the dying process, and beyond for the family.  This specialist has expertise in the assessment of patients with advanced disease; the relief of distressing symptoms; the coordination of interdisciplinary patient and family-centered care in diverse venues; the use of specialized care systems including hospice; the management of the imminently dying patient; and legal and ethical decision making in end-of-life care.","Allopathic & Osteopathic Physicians","Psychiatry & Neurology","Source: American Academy of Hospice and Palliative Medicine, www.aahpm.org [1/1/2007: new]",""
"26","24","Hospice and Palliative Medicine","207PH0002X","Active","Level III Area of Specialization","Hospice and Palliative Medicine","An emergency medicine physician with special knowledge and skills to prevent and relieve the suffering experienced by patients with life-limiting illnesses. This specialist works with an interdisciplinary hospice or palliative care team to maximize quality of life while addressing physical, psychological, social and spiritual needs of both patient and family throughout the course of the disease, through the dying process, and beyond for the family.  This specialist has expertise in the assessment of patients with advanced disease; the relief of distressing symptoms; the coordination of interdisciplinary patient and family-centered care in diverse venues; the use of specialized care systems including hospice; the management of the imminently dying patient; and legal and ethical decision making in end-of-life care.","Allopathic & Osteopathic Physicians","Emergency Medicine","Source: American Academy of Hospice and Palliative Medicine, www.aahpm.org [1/1/2007: new]",""
"97","5","Ophthalmology","207W00000X","Active","Level II Classification","Ophthalmology","An ophthalmologist has the knowledge and professional skills needed to provide comprehensive eye and vision care. Ophthalmologists are medically trained to diagnose, monitor and medically or surgically treat all ocular and visual disorders. This includes problems affecting the eye and its component structures, the eyelids, the orbit and the visual pathways. In so doing, an ophthalmologist prescribes vision services, including glasses and contact lenses.","Allopathic & Osteopathic Physicians","Ophthalmology","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definiton added, source added; 7/1/2011: modified source]  Additional Resources: American Board of Ophthalmology, 2007.  http://www.abop.org/.  American Osteopathic Board of Ophthalmology and Otolaryngology, 2007.  http://www.osteopathic.org/certification  Board certification for Medical Doctors (MDs) is provided by the American Board of Ophthalmology.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Ophthalmology and Otolaryngology.",""
"99","97","Glaucoma Specialist","207WX0009X","Active","Level III Area of Specialization","Glaucoma Specialist","An ophthalmologist who specializes in the treatment of glaucoma and other disorders related to increased intraocular pressure and optic nerve damage.  This specialty involves the medical and surgical treatment of these conditions.","Allopathic & Osteopathic Physicians","Ophthalmology","Source: American Academy of Ophthalmology, www.aao.org [1/1/2017: new]  Additional Resources: Association of University Professors of Ophthalmology, www.aupo.org",""
"103","97","Retina Specialist","207WX0107X","Active","Level III Area of Specialization","Retina Specialist","An ophthalmologist who specializes in the diagnosis and treatment of vitreoretinal diseases.","Allopathic & Osteopathic Physicians","Ophthalmology","Source: American Society of Retina Specialists, www.asrs.org [1/1/2017: new]  Additional Resources: American Academy of Ophthalmology, www.aao.org.  Macula Society, www.maculasociety.org.  Retina Society, www.retinasociety.org.  Association of University Professors of Ophthalmology, www.aupo.org.",""
"104","97","Uveitis and Ocular Inflammatory Disease","207WX0108X","Active","Level III Area of Specialization","Uveitis and Ocular Inflammatory Disease","An ophthalmologist who specializes in the treatment of intraocular inflammation, scleritis, keratitis and infectious disorders affecting the eye and inflammatory disorders of the adnexa and/or orbit.","Allopathic & Osteopathic Physicians","Ophthalmology","Source: American Academy of Ophthalmology, www.aao.org [1/1/2017: new]  Additional Resources: Association of University Professors of Ophthalmology, www.aupo.org",""
"100","97","Neuro-ophthalmology","207WX0109X","Active","Level III Area of Specialization","Neuro-ophthalmology","A neuro-ophthalmologist is a subspecialist of ophthalmology.  This physician evaluates, treats, and studies disorders of the eye, orbit and nervous system having to do with interactions of the visual motor and visual sensory systems with the central nervous system. Neuro-ophthalmologists manage patients with complex and severe neuro-ophthalmological disorders.","Allopathic & Osteopathic Physicians","Ophthalmology","Source: American Academy of Ophthalmology, www.aao.org [7/1/2017: new]  Additional Resources: Association of University Professors of Ophthalmology, www.aupo.org.",""
"102","97","Pediatric Ophthalmology and Strabismus Specialist","207WX0110X","Active","Level III Area of Specialization","Pediatric Ophthalmology and Strabismus Specialist","An ophthalmologist who specializes in pediatric ophthalmology and strabismus management. The subspecialty includes the medical and surgical management of eye disorders found in children. Some of the more common disorders include amblyopia, strabismus, refractive error, cataract and glaucoma. These disorders may be related to neurological and endocrinological diseases, trauma, or aging changes in the extraocular muscles requiring medical, optical and surgical management.","Allopathic & Osteopathic Physicians","Ophthalmology","Source: American Academy of Ophthalmology, www.aao.org [7/1/2017: new]  Additional Resources: Association of University Professors of Ophthalmology, www.aupo.org.",""
"98","97","Cornea and External Diseases Specialist","207WX0120X","Active","Level III Area of Specialization","Cornea and External Diseases Specialist","An ophthalmologist who specializes in diseases of the cornea, sclera, eyelids, conjunctiva, and anterior segment of the eye.","Allopathic & Osteopathic Physicians","Ophthalmology","Source: American Academy of Ophthalmology, www.aao.org [1/1/2018: new]",""
"101","97","Ophthalmic Plastic and Reconstructive Surgery","207WX0200X","Active","Level III Area of Specialization","Ophthalmic Plastic and Reconstructive Surgery","A physician who specializes in oculofacial plastic and reconstructive surgery. This subspecialty combines orbital and periocular surgery with facial plastic surgery, and includes aesthetic and reconstructive surgery of the face, orbit, eyelid, and lacrimal system. Practitioners evaluate, diagnose and treat conditions involving the eyelids, brows, midface, orbits, lacrimal systems and surrounding and supporting structures of the face and neck.","Allopathic & Osteopathic Physicians","Ophthalmology","Source:  American Academy of Ophthalmology, 2015. www.aao.org [1/1/2016: new]",""
"305","298","Oral and Maxillofacial Surgery","1223S0112X","Active","Level III Area of Specialization","Oral and Maxillofacial Surgery","The specialty of dentistry which includes the diagnosis, surgical and adjunctive treatment of diseases, injuries and defects involving both the functional and esthetic aspects of the hard and soft tissues of the oral and maxillofacial region.","Dental Providers","Dentist","Source: Council on Dental Education and Licensure, American Dental Association",""
"106","5","Orthopaedic Surgery","207X00000X","Active","Level II Classification","Orthopaedic Surgery","An orthopaedic surgeon is trained in the preservation, investigation and restoration of the form and function of the extremities, spine and associated structures by medical, surgical and physical means.  An orthopaedic surgeon is involved with the care of patients whose musculoskeletal problems include congenital deformities, trauma, infections, tumors, metabolic disturbances of the musculoskeletal system, deformities, injuries and degenerative diseases of the spine, hands, feet, knee, hip, shoulder and elbow in children and adults. An orthopaedic surgeon is also concerned with primary and secondary muscular problems and the effects of central or peripheral nervous system lesions of the musculoskeletal system.","Allopathic & Osteopathic Physicians","Orthopaedic Surgery","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definiton added, source added; 7/1/2011: modified source]  Additional Resources: American Board of Orthopaedic Surgery, 2007.  http://www.abos.org/.  American Osteopathic Board of Orthopaedic Surgery, 2007.  http://www.osteopathic.org/certification  Board certification for Medical Doctors (MDs) is provided by the American Board of Orthopaedic Surgery.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Orthopaedic Surgery.",""
"107","106","Adult Reconstructive Orthopaedic Surgery","207XS0114X","Active","Level III Area of Specialization","Adult Reconstructive Orthopaedic Surgery","Recognized by several state medical boards as a fellowship subspecialty program of orthopaedic surgery, adult reconstructive orthopaedic surgeons deal with reconstructive procedures such as joint arthroplasty (i.e., hip and knee), osteotomy, arthroscopy, soft-tissue reconstruction, and a variety of other adult reconstructive surgical procedures.","Allopathic & Osteopathic Physicians","Orthopaedic Surgery","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definiton added, source added]  Additional Resources: American Board of Orthopaedic Surgery, 2007.  http://www.abos.org/.    Separate board certification is not currently offered.",""
"108","106","Foot and Ankle Surgery","207XX0004X","Active","Level III Area of Specialization","Foot and Ankle Surgery","Recognized by several state medical boards as a fellowship subspecialty program of orthopaedic surgery, foot and ankle surgeons deal with adult reconstructive foot and ankle surgery, adult foot and ankle trauma, sports medicine foot and ankle, and children's foot and ankle reconstructive surgery.","Allopathic & Osteopathic Physicians","Orthopaedic Surgery","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: title modified, definiton added, source added]  Additional Resources: American Board of Orthopaedic Surgery, 2007.  http://www.abos.org/.  Separate board certification is not currently offered.  ACGME Accredited Residency Program Requirements:  1 year of training with 5 years Orthopedic Surgery for a total of 6 years.",""
"109","106","Hand Surgery ","207XS0106X","Active","Level III Area of Specialization","Hand Surgery","An orthopaedic surgeon trained in the investigation, preservation and restoration by medical, surgical and rehabilitative means of all structures of the upper extremity directly affecting the form and function of the hand and wrist.","Allopathic & Osteopathic Physicians","Orthopaedic Surgery","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definiton added, source added; 7/1/2011: modified source]  Additional Resources: American Board of Orthopaedic Surgery, 2007.  http://www.abos.org/.  American Osteopathic Board of Orthopaedic Surgery, 2007.  http://www.osteopathic.org/certification  Board certification for Medical Doctors (MDs) is provided by the American Board of Orthopaedic Surgery.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Orthopaedic Surgery.",""
"110","106","Orthopaedic Surgery of the Spine","207XS0117X","Active","Level III Area of Specialization","Orthopaedic Surgery of the Spine","Recognized by several state medical boards as a fellowship subspecialty program of orthopaedic surgery, orthopaedic surgeons of the spine deal with the evaluation and nonoperative and operative treatment of the full spectrum of primary spinal disorders including trauma, degenerative, deformity, tumor, and reconstructive.","Allopathic & Osteopathic Physicians","Orthopaedic Surgery","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definiton added, source added]  Additional Resources: American Board of Orthopaedic Surgery, 2007.  http://www.abos.org/.   Separate board certification is not currently offered.",""
"111","106","Orthopaedic Trauma","207XX0801X","Active","Level III Area of Specialization","Orthopaedic Trauma","Recognized by several state medical boards as a fellowship subspecialty program of orthopaedic surgery, orthopaedic trauma surgeons deal with the evaluation and management of acute orthopaedic injuries, evaluation and treatment of post-traumatic deformities and nonunions, acute and delayed reconstruction of pelvic and acetabular fractures, as well as osteotomy in the adult hip for treatment of hip arthritis.","Allopathic & Osteopathic Physicians","Orthopaedic Surgery","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definiton added, source added]  Additional Resources: American Board of Orthopaedic Surgery, 2007.  http://www.abos.org/.   Separate board certification is not currently offered.",""
"112","106","Pediatric Orthopaedic Surgery","207XP3100X","Active","Level III Area of Specialization","Pediatric Orthopaedic Surgery","An orthopedic surgeon who has additional training and experience in diagnosing, treating and managing musculoskeletal problems in infants, children and adolescents.  These may include limb and spine deformities (such as club foot, scoliosis); gait abnormalities (limping); bone and joint infections; broken bones.","Allopathic & Osteopathic Physicians","Orthopaedic Surgery","Source: American Academy of Pediatrics, www.aap.org [7/1/2006: new]",""
"113","106","Sports Medicine","207XX0005X","Active","Level III Area of Specialization","Sports Medicine","An orthopaedic surgeon trained in sports medicine provides appropriate care for all structures of the musculoskeletal system directly affected by participation in sporting activity. This specialist is proficient in areas including conditioning, training and fitness, athletic performance and the impact of dietary supplements, pharmaceuticals, and nutrition on performance and health, coordination of care within the team setting utilizing other health care professionals, field evaluation and management, soft tissue biomechanics and injury healing and repair. Knowledge and understanding of the principles and techniques of rehabilitation, athletic equipment and orthotic devices enables the specialist to prevent and manage athletic injuries.","Allopathic & Osteopathic Physicians","Orthopaedic Surgery","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definiton changed, source changed]  Additional Resources: American Board of Orthopaedic Surgery, 2007.  http://www.abos.org/.   Board certification for Medical Doctors (MDs) is provided by the American Board of Orthopaedic Surgery.  ACGME Accredited Program Requirements: 1 year GME in the specialty + 5 years of Orthopaedic Surgery for a total of 6 years",""
"51","43","Clinical Cardiac Electrophysiology","207RC0001X","Active","Level III Area of Specialization","Clinical Cardiac Electrophysiology","A field of special interest within the subspecialty of cardiovascular disease, specialty of Internal Medicine, which involves intricate technical procedures to evaluate heart rhythms and determine appropriate treatment for them.","Allopathic & Osteopathic Physicians","Internal Medicine","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: added definition, added source; 7/1/2011: modified source]  Additional Resources: American Board of Internal Medicine, 2007.  http://www.abim.org/.  American Osteopathic Board of Internal Medicine, 2007.  http://www.osteopathic.org/certification  Board certification for Medical Doctors (MDs) is provided by the American Board of Internal  Medicine.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Internal  Medicine.",""
"126","125","Anatomic Pathology","207ZP0101X","Active","Level III Area of Specialization","Anatomic Pathology","A pathologist deals with the causes and nature of disease and contributes to diagnosis, prognosis and treatment through knowledge gained by the laboratory application of the biologic, chemical and physical sciences. A pathologist uses information gathered from the microscopic examination of tissue specimens, cells and body fluids, and from clinical laboratory tests on body fluids and secretions for the diagnosis, exclusion and monitoring of disease.","Allopathic & Osteopathic Physicians","Pathology","Source: American Board of Medical Specialties, 2007. [7/1/2007: definition added, source added, 7/1/2009: defintion reformatted; 7/1/2011: modified source]  Additional Resources: American Board of Pathology, 2007. http://www.abpath.org/. American Osteopathic Board of Pathology, 2007. http://www.osteopathic.org/certification  Board certification for Medical Doctors (MDs) is provided by the American Board of Pathology (note: this taxonomy code identifies the 'anatomic pathology only' route). To acknowledge the diverse activities in the practice of pathology and to accommodate the interests of individuals wanting to enter the field, the ABP offers primary certification through the following three routes: combined anatomic pathology and clinical pathology, anatomic pathology only and clinical pathology only. Primary certification in anatomic pathology or clinical pathology may be combined with some of the subspecialty certifications.",""
"127","125","Anatomic Pathology & Clinical Pathology","207ZP0102X","Active","Level III Area of Specialization","Anatomic Pathology & Clinical Pathology","A pathologist deals with the causes and nature of disease and contributes to diagnosis, prognosis and treatment through knowledge gained by the laboratory application of the biologic, chemical and physical sciences. A pathologist uses information gathered from the microscopic examination of tissue specimens, cells and body fluids, and from clinical laboratory tests on body fluids and secretions for the diagnosis, exclusion and monitoring of disease.","Allopathic & Osteopathic Physicians","Pathology","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definiton added, source added, 7/1/2009: definition reformatted]  Additional Resources: American Board of Pathology, 2007. http://www.abpath.org/  This taxonomy code identifies the combined anatomic pathology & clinical pathology route. Board certification for Medical Doctors (MDs) is provided by the American Board of Pathology. To acknowledge the diverse activities in the practice of pathology and to accommodate the interests of individuals wanting to enter the field, the ABP offers primary certification through the following three routes: combined anatomic pathology and clinical pathology, anatomic pathology only and clinical pathology only. Primary certification in anatomic pathology or clinical pathology may be combined with some of the subspecialty certifications.",""
"128","125","Blood Banking & Transfusion Medicine","207ZB0001X","Active","Level III Area of Specialization","Blood Banking & Transfusion Medicine","A physician who specializes in blood banking/transfusion medicine is responsible for the maintenance of an adequate blood supply, blood donor and patient-recipient safety and appropriate blood utilization. Pre-transfusion compatibility testing and antibody testing assure that blood transfusions, when indicated, are as safe as possible. This physician directs the preparation and safe use of specially prepared blood components, including red blood cells, white blood cells, platelets and plasma constituents, and marrow or stem cells for transplantation.","Allopathic & Osteopathic Physicians","Pathology","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definiton added, source added; 7/1/2011: modified source]  Additional Resources: American Board of Pathology, 2007.  http://www.abpath.org/.  American Osteopathic Board of Pathology, 2007.  http://www.osteopathic.org/certification  Board certification for Medical Doctors (MDs) is provided by the American Board of Pathology.  Board certification for Doctors of Osteopathy (DOs) was provided by the American Osteopathic Board of Pathology.  The Certification is NO longer provided.",""
"129","125","Chemical Pathology","207ZP0104X","Active","Level III Area of Specialization","Chemical Pathology","A chemical pathologist has expertise in the biochemistry of the human body as it applies to the understanding of the cause and progress of disease. This physician functions as a clinical consultant in the diagnosis and treatment of human disease. Chemical pathology entails the application of biochemical data to the detection, confirmation or monitoring of disease.","Allopathic & Osteopathic Physicians","Pathology","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definiton added, source added; 7/1/2011: modified source]  Additional Resources: American Board of Pathology, 2007.  http://www.abpath.org/.  American Osteopathic Board of Pathology, 2007.  http://www.osteopathic.org/certification  Board certification for Medical Doctors (MDs) is provided by the American Board of Pathology.  Board certification for Doctors of Osteopathy (DOs) was provided by the American Osteopathic Board of Pathology.  The Certification is NO longer provided.",""
"131","125","Clinical Pathology","207ZC0006X","Active","Level III Area of Specialization","Clinical Pathology","A pathologist deals with the causes and nature of disease and contributes to diagnosis, prognosis and treatment through knowledge gained by the laboratory application of the biologic, chemical and physical sciences. A pathologist uses information gathered from the microscopic examination of tissue specimens, cells and body fluids, and from clinical laboratory tests on body fluids and secretions for the diagnosis, exclusion and monitoring of disease.","Allopathic & Osteopathic Physicians","Pathology","Source: American Board of Medical Specialties, 2007. www.abms.org [7/1/2007: new, 7/1/2009: definition reformatted]  Additional Resources: American Board of Pathology, 2007. http://www.abpath.org/  This taxonomy code identifies the combined anatomic 'clinical pathology only' route. Board Certification for Medical Doctors (MDs) is provided by the American Board of Pathology. To acknowledge the diverse activities in the practice of pathology and to accommodate the interests of individuals wanting to enter the field, the ABP offers primary certification through the following three routes: combined anatomic pathology and clinical pathology, anatomic pathology only and clinical pathology only. Primary certification in anatomic pathology or clinical pathology may be combined with some of the subspecialty certifications.",""
"132","125","Clinical Pathology/Laboratory Medicine","207ZP0105X","Active","Level III Area of Specialization","Clinical Pathology/Laboratory Medicine","A pathologist deals with the causes and nature of disease and contributes to diagnosis, prognosis and treatment through knowledge gained by the laboratory application of the biologic, chemical and physical sciences. A pathologist uses information gathered from the microscopic examination of tissue specimens, cells and body fluids, and from clinical laboratory tests on body fluids and secretions for the diagnosis, exclusion and monitoring of disease.","Allopathic & Osteopathic Physicians","Pathology","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definiton added, source added; 7/1/2011: modified source]  Additional Resources: American Board of Pathology, 2007.  http://www.abpath.org/.  American Osteopathic Board of Pathology, 2007.  http://www.osteopathic.org/certification  Board certification for Medical Doctors (MDs) is provided by the American Board of Pathology.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Pathology.",""
"133","125","Cytopathology","207ZC0500X","Active","Level III Area of Specialization","Cytopathology","A cytopathologist is an anatomic pathologist trained in the diagnosis of human disease by means of the study of cells obtained from body secretions and fluids, by scraping, washing, or sponging the surface of a lesion, or by the aspiration of a tumor mass or body organ with a fine needle.  A major aspect of a cytopathologist's practice is the interpretation of Papanicolaou-stained smears of cells from the female reproductive systems, the 'Pap' test.  However, the cytopathologist's expertise is applied to the diagnosis of cells from all systems and areas of the body.  He/she is a consultant to all medical specialists.","Allopathic & Osteopathic Physicians","Pathology","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definiton changed, source added]  Additional Resources: American Board of Pathology, 2007.  http://www.abpath.org/.   Board certification for Medical Doctors (MDs) is provided by the American Board of Pathology.",""
"134","125","Dermatopathology","207ZD0900X","Active","Level III Area of Specialization","Dermatopathology","A dermatopathologist is an expert in diagnosing and monitoring diseases of the skin including infectious, immunologic, degenerative, and neoplastic diseases.  This entails the examination and interpretation of specially prepared tissue sections, cellular scrapings, and smears of skin lesions by means of light microscopy, electron microscopy, and fluorescence microscopy.","Allopathic & Osteopathic Physicians","Pathology","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definiton changed, source added]  Additional Resources: American Board of Pathology, 2007.  http://www.abpath.org/.   Board certification for Medical Doctors (MDs) is provided by the American Board of Pathology.  A subspecialty certificate was first issued by the ABMS in 1974.  ACGME Accredited Residency Program Requirements:  None.",""
"135","125","Forensic Pathology","207ZF0201X","Active","Level III Area of Specialization","Forensic Pathology","A forensic pathologist is expert in investigating and evaluating cases of sudden, unexpected, suspicious and violent death as well as other specific classes of death defined by law. The forensic pathologist serves the public as coroner or medical examiner, or by performing medicolegal autopsies for such officials.","Allopathic & Osteopathic Physicians","Pathology","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definiton added, source added; 7/1/2011: modified source]  Additional Resources: American Board of Pathology, 2007.  http://www.abpath.org/.  American Osteopathic Board of Pathology, 2007.  http://www.osteopathic.org/certification  Board certification for Medical Doctors (MDs) is provided by the American Board of Pathology.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Pathology.",""
"136","125","Hematology","207ZH0000X","Active","Level III Area of Specialization","Hematology","A hematopathologist is expert in diseases that affect blood cells, blood clotting mechanisms, bone marrow and lymph nodes. This physician has the knowledge and technical skills essential for the laboratory diagnosis of anemias, leukemias, lymphomas, bleeding disorders and blood clotting disorders.","Allopathic & Osteopathic Physicians","Pathology","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definiton added, source added; 7/1/2011: modified source]  Additional Resources: American Board of Pathology, 2007.  http://www.abpath.org/.  American Osteopathic Board of Pathology, 2007.  http://www.osteopathic.org/certification  Board certification for Medical Doctors (MDs) is provided by the American Board of Pathology.  Board certification for Doctors of Osteopathy (DOs) was provided by the American Osteopathic Board of Pathology.  The Certification is NO longer provided.",""
"137","125","Immunopathology","207ZI0100X","Active","Level III Area of Specialization","Immunopathology","A pathologist who specializes in the diagnosis of immunologic diseases.","Allopathic & Osteopathic Physicians","Pathology","Source: National Uniform Claim Committee, 2009 [1/1/2010: definition added, source added]  Additional Resources: A Certification of Added Qualifications (CAQ) was, but is no longer issued by the American Osteopathic Board of Pathology.",""
"138","125","Medical Microbiology","207ZM0300X","Active","Level III Area of Specialization","Medical Microbiology","A medical microbiologist is expert in the isolation and identification of microbial agents that cause infectious disease. Viruses, bacteria and fungi, as well as parasites, are identified and, where possible, tested for susceptibility to appropriate antimicrobial agents.","Allopathic & Osteopathic Physicians","Pathology","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definiton added, source added; 7/1/2011: modified source]  Additional Resources: American Board of Pathology, 2007.  http://www.abpath.org/.  American Osteopathic Board of Pathology, 2007.  http://www.osteopathic.org/certification  Board certification for Medical Doctors (MDs) is provided by the American Board of Pathology.  Board certification for Doctors of Osteopathy (DOs) was provided by the American Osteopathic Board of Pathology.  The Certification is NO longer provided.",""
"139","125","Molecular Genetic Pathology","207ZP0007X","Active","Level III Area of Specialization","Molecular Genetic Pathology","A molecular genetic pathologist is expert in the principles, theory and technologies of molecular biology and molecular genetics. This expertise is used to make or confirm diagnoses of Mendelian genetic disorders, disorders of human development, infectious diseases and malignancies, and to assess the natural history of those disorders. A molecular genetic pathologist provides information about gene structure, function and alteration and applies laboratory techniques for diagnosis, treatment and prognosis for individuals with related disorders.","Allopathic & Osteopathic Physicians","Pathology","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definiton changed, source changed]  Additional Resources: American Board of Pathology, 2007.  http://www.abpath.org/.   Board certification for Medical Doctors (MDs) is provided by the American Board of Pathology.     A subspecialty certificate for MGG was approved by the ABMS in 1999.   ACGME Accredited Residency Program Requirements:  Proposal under development.",""
"140","125","Neuropathology","207ZN0500X","Active","Level III Area of Specialization","Neuropathology","A neuropathologist is expert in the diagnosis of diseases of the nervous system and skeletal muscles and functions as a consultant primarily to neurologists and neurosurgeons. The neuropathologist is knowledgeable in the infirmities of humans as they affect the nervous and neuromuscular systems, be they degenerative, infectious, metabolic, immunologic, neoplastic, vascular or physical in nature.","Allopathic & Osteopathic Physicians","Pathology","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definiton added, source added; 7/1/2011: modified source]  Additional Resources: American Board of Pathology, 2007.  http://www.abpath.org/.  American Osteopathic Board of Pathology, 2007.  http://www.osteopathic.org/certification  Board certification for Medical Doctors (MDs) is provided by the American Board of Pathology.  Board certification for Doctors of Osteopathy (DOs) was provided by the American Osteopathic Board of Pathology.  The Certification is NO longer provided.",""
"141","125","Pediatric Pathology","207ZP0213X","Active","Level III Area of Specialization","Pediatric Pathology","A pediatric pathologist is expert in the laboratory diagnosis of diseases that occur during fetal growth, infancy and child development. The practice requires a strong foundation in general pathology and substantial understanding of normal growth and development, along with extensive knowledge of pediatric medicine.","Allopathic & Osteopathic Physicians","Pathology","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definiton added, source added]  Additional Resources: American Board of Pathology, 2007.  http://www.abpath.org/.   Board certification for Medical Doctors (MDs) is provided by the American Board of Pathology.",""
